,Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Time Coração,Ganhadores 7 acertos,Cidade / UF,Rateio 7 acertos,Ganhadores 6 acertos,Rateio 6 acertos,Ganhadores 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Rateio 4 acertos,Ganhadores 3 acertos,Rateio 3 acertos,Ganhadores Time Coração,Rateio Time Coração,Acumulado 7 acertos,Arrecadação Total,Estimativa Prêmio,Observação
1651,1665,20/07/2021,19,20,23,29,39,67,80,RORAIMA,0,,"R$0,00",3,"R$48.899,83",150,"R$1.397,13",3203,"R$9,00",32792,"R$3,00",5593,"R$7,50","R$11.019.305,65","R$2.645.661,00","R$11.400.000,00",
1652,1666,22/07/2021,18,19,42,47,62,65,66,BANGU,0,,"R$0,00",2,"R$70.656,63",134,"R$1.506,53",2774,"R$9,00",28502,"R$3,00",8107,"R$7,50","R$11.372.588,78","R$2.566.641,00","R$11.600.000,00",
1653,1667,24/07/2021,6,16,21,23,26,39,44,BRASILIENSE,0,,"R$0,00",5,"R$33.711,82",209,"R$1.152,14",3905,"R$9,00",36966,"R$3,00",8061,"R$7,50","R$11.793.986,45","R$3.066.291,00","R$12.200.000,00",
1654,1668,27/07/2021,1,11,13,15,57,65,66,NAUTICO,0,,"R$0,00",3,"R$58.255,08",159,"R$1.570,21",3848,"R$9,00",38670,"R$3,00",11238,"R$7,50","R$12.230.899,58","R$3.224.457,00","R$12.500.000,00",
1655,1669,29/07/2021,8,17,50,54,57,63,79,U BARBARENSE,0,,"R$0,00",3,"R$59.953,84",198,"R$1.297,70",3810,"R$9,00",36595,"R$3,00",6009,"R$7,50","R$13.086.152,67","R$3.204.060,00","R$13.500.000,00",
1656,1670,31/07/2021,10,20,21,25,29,62,80,PARANA,0,,"R$0,00",8,"R$24.195,68",263,"R$1.051,41",5045,"R$9,00",45829,"R$3,00",9028,"R$7,50","R$13.570.066,19","R$3.550.461,00","R$14.000.000,00",
1657,1671,03/08/2021,15,33,39,44,47,48,67,GUARANI,0,,"R$0,00",8,"R$23.402,36",242,"R$1.105,18",4381,"R$9,00",40908,"R$3,00",11735,"R$7,50","R$14.038.113,31","R$3.450.963,00","R$14.500.000,00",
1658,1672,05/08/2021,1,7,10,34,35,48,75,TUNA LUSO,0,,"R$0,00",6,"R$31.015,81",264,"R$1.007,00",4423,"R$9,00",42623,"R$3,00",8756,"R$7,50","R$14.503.350,36","R$3.396.945,00","R$15.000.000,00",
1659,1673,07/08/2021,11,22,32,62,70,76,78,IPATINGA,0,,"R$0,00",5,"R$38.976,24",141,"R$1.382,14",3307,"R$9,00",34554,"R$3,00",10744,"R$7,50","R$14.990.553,38","R$3.491.334,00","R$15.500.000,00",
1660,1674,10/08/2021,10,12,15,36,37,58,68,PAULISTA,0,,"R$0,00",4,"R$45.582,86",200,"R$1.302,36",4171,"R$9,00",40578,"R$3,00",6418,"R$7,50","R$15.918.427,77","R$3.282.120,00","R$16.300.000,00",
1661,1675,12/08/2021,13,14,18,22,28,41,55,CSA,0,,"R$0,00",8,"R$23.864,03",277,"R$984,59",4929,"R$9,00",44351,"R$3,00",8663,"R$7,50","R$16.395.708,38","R$3.491.403,00","R$16.700.000,00",
1662,1676,14/08/2021,25,32,39,57,58,60,61,AVAI,0,,"R$0,00",9,"R$21.041,51",213,"R$1.270,11",3919,"R$9,00",37079,"R$3,00",15827,"R$7,50","R$16.869.142,31","R$3.517.128,00","R$17.300.000,00",
1663,1677,17/08/2021,18,28,44,45,52,55,61,RIO BRANCO,0,,"R$0,00",5,"R$42.258,03",181,"R$1.667,64",4060,"R$9,00",41434,"R$3,00",9316,"R$7,50","R$17.397.367,72","R$3.782.451,00","R$17.800.000,00",
1664,1678,19/08/2021,7,9,18,38,42,49,71,VASCO DA GAMA,0,,"R$0,00",3,"R$60.289,46",254,"R$1.017,25",4480,"R$9,00",44349,"R$3,00",29056,"R$7,50","R$17.849.538,65","R$3.659.139,00","R$18.200.000,00",
1665,1679,21/08/2021,4,23,29,59,63,74,77,RORAIMA,0,,"R$0,00",12,"R$17.580,95",315,"R$956,78",4966,"R$9,00",45056,"R$3,00",8169,"R$7,50","R$18.868.675,07","R$3.800.148,00","R$19.200.000,00",
1666,1680,24/08/2021,6,10,18,44,55,63,70,JUVENTUS,0,,"R$0,00",5,"R$51.744,17",295,"R$1.252,88",5905,"R$9,00",56558,"R$3,00",13419,"R$7,50","R$19.515.477,08","R$4.720.581,00","R$20.000.000,00",
1667,1681,26/08/2021,7,17,20,28,52,57,75,GAMA,0,,"R$0,00",10,"R$26.713,18",332,"R$1.149,44",6852,"R$9,00",63054,"R$3,00",18583,"R$7,50","R$20.183.306,48","R$4.996.275,00","R$20.700.000,00",
1668,1682,28/08/2021,7,25,39,48,62,76,77,RB BRAGANTINO,0,,"R$0,00",12,"R$25.081,79",390,"R$1.102,49",6514,"R$9,00",63025,"R$3,00",16918,"R$7,50","R$20.935.760,05","R$5.487.942,00","R$21.500.000,00",
1669,1683,31/08/2021,4,10,18,25,61,63,68,MIXTO,1,MASSARANDUBA/PB,"R$21.646.034,73",13,"R$21.854,61",374,"R$1.085,21",6964,"R$9,00",62884,"R$3,00",17062,"R$7,50","R$0,00","R$5.236.194,00","R$100.000,00",
1670,1684,02/09/2021,4,31,32,58,59,61,80,BANGU,0,,"R$0,00",1,"R$58.433,24",48,"R$1.739,08",1071,"R$9,00",11048,"R$3,00",2977,"R$7,50","R$730.771,68","R$1.048.893,00","R$850.000,00",
1671,1685,04/09/2021,9,29,30,34,41,46,61,AMERICA,0,,"R$0,00",2,"R$30.291,64",50,"R$1.730,95",1025,"R$9,00",10722,"R$3,00",4424,"R$7,50","R$882.229,88","R$1.102.845,00","R$1.100.000,00",
1672,1686,09/09/2021,26,40,42,64,65,70,73,VILLA NOVA,0,,"R$0,00",2,"R$34.421,34",47,"R$1.464,74",1008,"R$9,00",11037,"R$3,00",1907,"R$7,50","R$1.054.336,53","R$1.191.780,00","R$1.200.000,00",
1673,1687,11/09/2021,33,42,62,65,71,73,75,ABC,0,,"R$0,00",0,"R$0,00",66,"R$1.187,20",1116,"R$9,00",11141,"R$3,00",5238,"R$7,50","R$1.246.307,54","R$1.031.586,00","R$1.400.000,00",
1674,1688,14/09/2021,5,36,41,42,49,59,79,ITUANO,0,,"R$0,00",2,"R$26.588,37",49,"R$1.550,34",1067,"R$9,00",10532,"R$3,00",2810,"R$7,50","R$1.379.249,38","R$961.104,00","R$1.500.000,00",
1675,1689,16/09/2021,9,15,30,32,40,45,68,DESPORTIVA,0,,"R$0,00",0,"R$0,00",57,"R$1.412,20",1133,"R$9,00",10636,"R$3,00",1765,"R$7,50","R$1.723.363,63","R$995.265,00","R$1.800.000,00",
1676,1690,18/09/2021,8,37,42,49,61,68,79,AMERICA,0,,"R$0,00",1,"R$63.467,91",66,"R$1.373,76",1211,"R$9,00",11991,"R$3,00",3505,"R$7,50","R$1.882.033,41","R$1.144.569,00","R$2.000.000,00",
1677,1691,21/09/2021,4,18,26,29,68,73,79,SANTA CRUZ,0,,"R$0,00",1,"R$58.495,41",71,"R$1.176,96",1403,"R$9,00",12716,"R$3,00",4573,"R$7,50","R$2.028.271,93","R$1.093.254,00","R$2.200.000,00",
1678,1692,23/09/2021,23,36,43,52,53,69,70,PAYSANDU,0,,"R$0,00",4,"R$16.275,77",59,"R$1.576,34",1232,"R$9,00",12253,"R$3,00",3162,"R$7,50","R$2.191.029,64","R$1.166.487,00","R$2.300.000,00",
1679,1693,25/09/2021,10,11,22,31,32,50,75,CORINTHIANS,0,,"R$0,00",1,"R$58.156,70",71,"R$1.170,15",1547,"R$9,00",14744,"R$3,00",17226,"R$7,50","R$2.336.421,39","R$1.310.337,00","R$2.500.000,00",
1680,1694,28/09/2021,1,7,9,18,25,41,45,PORT DESPORT,0,,"R$0,00",2,"R$29.022,24",99,"R$837,58",1835,"R$9,00",15512,"R$3,00",2849,"R$7,50","R$2.633.166,37","R$1.084.830,00","R$2.800.000,00",
1681,1695,30/09/2021,1,22,24,34,39,54,62,PORT DESPORT,0,,"R$0,00",2,"R$31.612,30",41,"R$1.542,06",1184,"R$9,00",11642,"R$3,00",2820,"R$7,50","R$2.791.227,86","R$1.126.818,00","R$2.900.000,00",
1682,1696,02/10/2021,2,24,30,45,71,72,75,FLAMENGO,0,,"R$0,00",3,"R$16.077,32",61,"R$1.129,55",1493,"R$9,00",14546,"R$3,00",27525,"R$7,50","R$2.911.807,81","R$1.321.797,00","R$3.100.000,00",
1683,1697,05/10/2021,3,15,21,32,36,38,61,INTER LIMEIRA,0,,"R$0,00",2,"R$36.639,94",76,"R$1.377,44",1567,"R$9,00",15215,"R$3,00",3574,"R$7,50","R$3.095.007,50","R$1.326.045,00","R$3.300.000,00",
1684,1698,07/10/2021,3,10,16,40,51,52,79,AMERICA,0,,"R$0,00",3,"R$28.371,81",101,"R$1.203,89",1783,"R$9,00",17716,"R$3,00",5740,"R$7,50","R$3.307.796,07","R$1.565.679,00","R$3.500.000,00",
1685,1699,09/10/2021,12,18,33,45,49,50,74,RORAIMA,0,,"R$0,00",0,"R$0,00",138,"R$975,13",2249,"R$9,00",20997,"R$3,00",3557,"R$7,50","R$3.819.515,70","R$1.701.642,00","R$4.000.000,00",
1686,1700,14/10/2021,16,21,41,55,61,62,64,MOTO CLUBE,0,,"R$0,00",2,"R$50.800,29",90,"R$1.612,70",1828,"R$9,00",18632,"R$3,00",4936,"R$7,50","R$4.073.517,10","R$1.815.405,00","R$4.200.000,00",
1687,1701,16/10/2021,34,48,57,58,69,70,77,INTER LIMEIRA,0,,"R$0,00",2,"R$45.410,13",77,"R$1.684,97",1750,"R$9,00",16912,"R$3,00",4307,"R$7,50","R$4.300.567,74","R$1.625.010,00","R$4.500.000,00",
1688,1702,19/10/2021,14,21,23,24,28,47,51,SPORT,0,,"R$0,00",3,"R$25.043,74",75,"R$1.431,07",1765,"R$9,00",16714,"R$3,00",5116,"R$7,50","R$4.488.395,81","R$1.393.584,00","R$4.600.000,00",
1689,1703,21/10/2021,9,11,13,44,53,54,60,SAO CAETANO,0,,"R$0,00",2,"R$42.571,55",110,"R$1.105,75",2159,"R$9,00",20102,"R$3,00",4311,"R$7,50","R$4.701.253,53","R$1.565.727,00","R$4.900.000,00",
1690,1704,23/10/2021,11,27,42,45,66,74,75,LONDRINA,1,NOVA FRIBURGO/RJ,"R$4.944.288,78",0,"R$0,00",99,"R$1.402,80",2148,"R$9,00",20913,"R$3,00",7288,"R$7,50","R$322.168,74","R$1.806.777,00","R$400.000,00",
1691,1705,26/10/2021,12,19,32,49,57,58,65,VASCO DA GAMA,0,,"R$0,00",1,"R$36.867,59",55,"R$957,59",958,"R$9,00",9640,"R$3,00",7504,"R$7,50","R$414.337,72","R$776.439,00","R$500.000,00",
1692,1706,28/10/2021,16,23,37,42,49,63,77,CSA,0,,"R$0,00",1,"R$42.410,89",82,"R$738,86",1043,"R$9,00",8933,"R$3,00",1829,"R$7,50","R$520.364,93","R$767.040,00","R$600.000,00",
1693,1707,30/10/2021,4,6,14,18,30,46,47,MOTO CLUBE,0,,"R$0,00",1,"R$50.343,86",74,"R$971,88",1190,"R$9,00",11100,"R$3,00",2258,"R$7,50","R$646.224,57","R$914.226,00","R$700.000,00",
1694,1708,04/11/2021,34,46,54,67,68,70,77,CORINTHIANS,0,,"R$0,00",0,"R$0,00",51,"R$1.344,03",1074,"R$9,00",11075,"R$3,00",13362,"R$7,50","R$814.162,22","R$1.056.165,00","R$900.000,00",
1695,1709,06/11/2021,6,20,28,40,52,53,80,JUVENTUDE,0,,"R$0,00",1,"R$53.288,34",48,"R$1.585,96",1060,"R$9,00",11068,"R$3,00",3304,"R$7,50","R$1.062.829,51","R$974.250,00","R$1.100.000,00",
1696,1710,09/11/2021,3,9,14,19,34,52,62,AMERICANO,0,,"R$0,00",2,"R$24.651,53",64,"R$1.100,51",1247,"R$9,00",11966,"R$3,00",2906,"R$7,50","R$1.186.087,19","R$915.393,00","R$1.300.000,00",
1697,1711,11/11/2021,1,21,42,48,49,59,78,SAMP CORREA,0,,"R$0,00",0,"R$0,00",34,"R$1.486,04",869,"R$9,00",9338,"R$3,00",2456,"R$7,50","R$1.362.926,18","R$902.502,00","R$1.500.000,00",
1698,1712,13/11/2021,18,23,35,38,56,72,80,PAULISTA,0,,"R$0,00",3,"R$19.041,24",72,"R$1.133,40",1338,"R$9,00",12088,"R$3,00",1606,"R$7,50","R$1.505.735,47","R$1.018.212,00","R$1.600.000,00",
1699,1713,16/11/2021,8,12,25,29,40,41,73,BARUERI,0,,"R$0,00",1,"R$43.275,76",34,"R$1.818,30",1002,"R$9,00",9371,"R$3,00",1773,"R$7,50","R$1.613.924,86","R$781.611,00","R$1.800.000,00",
1700,1714,18/11/2021,7,20,22,37,38,47,71,SANTOS,0,,"R$0,00",0,"R$0,00",38,"R$1.674,30",987,"R$9,00",10564,"R$3,00",10160,"R$7,50","R$1.892.185,06","R$945.420,00","R$2.000.000,00",
1701,1715,20/11/2021,9,11,16,51,69,70,72,VITORIA,0,,"R$0,00",0,"R$0,00",53,"R$1.476,82",1307,"R$9,00",11824,"R$3,00",5153,"R$7,50","R$2.083.950,85","R$1.037.481,00","R$2.200.000,00",
1702,1716,23/11/2021,1,10,11,19,30,50,80,PORT DESPORT,0,,"R$0,00",13,"R$3.921,79",254,"R$286,74",2583,"R$9,00",15512,"R$3,00",2572,"R$7,50","R$2.211.408,92","R$985.302,00","R$2.300.000,00",
1703,1717,25/11/2021,9,13,18,48,69,77,78,FORTALEZA,0,,"R$0,00",4,"R$12.121,64",85,"R$814,89",1373,"R$9,00",12950,"R$3,00",7070,"R$7,50","R$2.332.625,29","R$979.488,00","R$2.500.000,00",
1704,1718,27/11/2021,1,14,29,41,42,51,67,PARANA,0,,"R$0,00",1,"R$59.824,01",54,"R$1.582,64",1049,"R$9,00",10546,"R$3,00",2414,"R$7,50","R$2.482.185,30","R$1.057.605,00","R$2.600.000,00",
1705,1719,30/11/2021,2,13,29,43,44,61,70,BOTAFOGO,0,,"R$0,00",0,"R$0,00",48,"R$1.445,40",1036,"R$9,00",10844,"R$3,00",8518,"R$7,50","R$2.783.489,99","R$983.997,00","R$2.900.000,00",
1706,1720,02/12/2021,9,22,30,32,40,54,62,RORAIMA,0,,"R$0,00",1,"R$70.517,53",56,"R$1.798,91",1215,"R$9,00",12980,"R$3,00",2413,"R$7,50","R$2.959.783,81","R$1.242.759,00","R$3.100.000,00",
1707,1721,04/12/2021,15,25,30,33,39,57,74,SPORT,0,,"R$0,00",0,"R$0,00",70,"R$1.470,72",1577,"R$9,00",15167,"R$3,00",4688,"R$7,50","R$3.212.013,32","R$1.325.235,00","R$3.400.000,00",
1708,1722,07/12/2021,8,22,40,49,60,64,70,ATHLETICO,0,,"R$0,00",1,"R$65.906,46",64,"R$1.471,12",1353,"R$9,00",13414,"R$3,00",13187,"R$7,50","R$3.376.779,47","R$1.352.352,00","R$3.500.000,00",
1709,1723,09/12/2021,17,20,28,32,34,36,50,GREMIO,0,,"R$0,00",2,"R$30.867,68",73,"R$1.208,12",1563,"R$9,00",14893,"R$3,00",12754,"R$7,50","R$3.531.117,87","R$1.294.278,00","R$3.700.000,00",
1710,1724,11/12/2021,27,34,41,43,49,76,79,UNIAO S JOAO,0,,"R$0,00",2,"R$41.299,63",101,"R$1.168,30",1643,"R$9,00",15930,"R$3,00",2861,"R$7,50","R$3.914.028,16","R$1.465.281,00","R$4.100.000,00",
1711,1725,14/12/2021,1,25,61,62,63,64,78,JUVENTUS,0,,"R$0,00",4,"R$24.913,37",119,"R$1.196,32",1958,"R$9,00",17399,"R$3,00",5246,"R$7,50","R$4.163.161,81","R$1.784.727,00","R$4.400.000,00",
1712,1726,16/12/2021,16,19,31,53,64,71,76,CRB,0,,"R$0,00",0,"R$0,00",119,"R$1.175,46",1881,"R$9,00",19495,"R$3,00",5605,"R$7,50","R$4.505.868,90","R$1.775.769,00","R$4.700.000,00",
1713,1727,18/12/2021,3,33,38,40,41,70,75,RIO BRANCO,0,,"R$0,00",2,"R$53.189,10",101,"R$1.504,64",1945,"R$9,00",20322,"R$3,00",4789,"R$7,50","R$4.771.814,39","R$1.900.506,00","R$5.000.000,00",
1714,1728,21/12/2021,24,25,39,45,47,58,74,NAUTICO,0,,"R$0,00",2,"R$48.048,75",112,"R$1.225,73",2255,"R$9,00",20704,"R$3,00",5563,"R$7,50","R$5.012.058,15","R$1.762.044,00","R$5.200.000,00",
1715,1729,23/12/2021,14,23,31,35,42,69,80,RIVER,0,,"R$0,00",3,"R$40.830,58",131,"R$1.335,78",2745,"R$9,00",26242,"R$3,00",7656,"R$7,50","R$5.579.556,20","R$2.251.722,00","R$5.800.000,00",
1716,1730,28/12/2021,7,14,20,48,58,78,79,JI-PARANA,0,,"R$0,00",3,"R$47.048,42",139,"R$1.450,61",2841,"R$9,00",28276,"R$3,00",7065,"R$7,50","R$5.932.419,30","R$2.546.880,00","R$6.200.000,00",
1717,1731,30/12/2021,4,6,37,49,57,60,72,SERGIPE,0,,"R$0,00",4,"R$33.053,86",157,"R$1.203,05",2677,"R$9,00",26627,"R$3,00",5287,"R$7,50","R$6.262.957,85","R$2.365.266,00","R$6.500.000,00",
1718,1732,06/01/2022,25,27,31,35,45,52,77,SANTO ANDRE,0,,"R$0,00",2,"R$111.913,19",249,"R$1.284,14",4877,"R$9,00",47163,"R$3,00",11867,"R$7,50","R$6.822.523,81","R$4.072.053,00","R$7.300.000,00",
1719,1733,08/01/2022,9,12,20,35,38,39,73,CRUZEIRO,0,,"R$0,00",2,"R$76.950,35",181,"R$1.214,68",3570,"R$9,00",35599,"R$3,00",20695,"R$7,50","R$7.207.275,54","R$3.029.196,00","R$7.500.000,00",
1720,1734,11/01/2022,7,11,21,26,61,65,68,GUARANI,0,,"R$0,00",4,"R$39.937,53",202,"R$1.129,77",3567,"R$9,00",33943,"R$3,00",10306,"R$7,50","R$8.012.069,78","R$2.939.781,00","R$8.500.000,00",
1721,1735,13/01/2022,1,6,23,28,42,48,72,SAO CAETANO,0,,"R$0,00",4,"R$41.091,19",183,"R$1.283,09",3617,"R$9,00",34449,"R$3,00",8603,"R$7,50","R$8.422.981,69","R$2.987.949,00","R$8.800.000,00",
1722,1736,15/01/2022,9,15,16,34,42,70,79,SERGIPE,0,,"R$0,00",3,"R$72.695,82",220,"R$1.416,15",4520,"R$9,00",44056,"R$3,00",10860,"R$7,50","R$8.968.200,34","R$3.939.273,00","R$9.500.000,00",
1723,1737,18/01/2022,9,11,23,31,35,43,69,RIO BRANCO,0,,"R$0,00",4,"R$54.417,96",275,"R$1.130,76",4940,"R$9,00",47452,"R$3,00",10995,"R$7,50","R$9.512.379,85","R$3.965.385,00","R$10.000.000,00",
1724,1738,20/01/2022,3,29,43,50,51,66,71,INTER LIMEIRA,1,CUIABA/MT,"R$10.078.210,05",10,"R$22.633,21",295,"R$1.096,03",4854,"R$9,00",46410,"R$3,00",13423,"R$7,50","R$0,00","R$4.130.970,00","R$200.000,00",
1725,1739,22/01/2022,6,25,40,45,51,66,78,UBERLANDIA,0,,"R$0,00",1,"R$58.637,02",47,"R$1.782,28",1048,"R$9,00",10941,"R$3,00",2581,"R$7,50","R$589.139,16","R$1.044.453,00","R$700.000,00",
1726,1740,25/01/2022,15,37,48,54,63,67,76,GREMIO,0,,"R$0,00",4,"R$10.511,20",70,"R$858,05",1092,"R$9,00",9792,"R$3,00",8492,"R$7,50","R$694.251,13","R$876.552,00","R$800.000,00",
1727,1741,27/01/2022,4,34,58,59,66,67,74,SANTO ANDRE,0,,"R$0,00",2,"R$24.893,80",47,"R$1.513,30",814,"R$9,00",9246,"R$3,00",2177,"R$7,50","R$818.720,12","R$884.820,00","R$1.000.000,00",
1728,1742,29/01/2022,5,10,20,41,59,64,70,GREMIO,0,,"R$0,00",1,"R$49.921,88",55,"R$1.296,67",1174,"R$9,00",11996,"R$3,00",10137,"R$7,50","R$943.524,82","R$1.041.666,00","R$1.100.000,00",
1729,1743,01/02/2022,2,7,8,34,40,43,80,GAMA,0,,"R$0,00",3,"R$18.798,41",64,"R$1.258,82",1349,"R$9,00",12790,"R$3,00",3609,"R$7,50","R$1.084.512,86","R$1.044.351,00","R$1.200.000,00",
1730,1744,03/02/2022,6,12,14,21,49,55,78,BARUERI,0,,"R$0,00",1,"R$65.437,16",84,"R$1.112,87",1615,"R$9,00",14711,"R$3,00",3177,"R$7,50","R$1.379.899,10","R$1.195.443,00","R$1.500.000,00",
1731,1745,05/02/2022,1,2,12,26,49,52,54,UBERLANDIA,0,,"R$0,00",1,"R$69.218,61",79,"R$1.251,69",1568,"R$9,00",14941,"R$3,00",2919,"R$7,50","R$1.552.945,61","R$1.250.535,00","R$1.700.000,00",
1732,1746,08/02/2022,7,11,14,30,31,36,54,JI-PARANA,0,,"R$0,00",2,"R$33.674,76",82,"R$1.173,33",1612,"R$9,00",14966,"R$3,00",3600,"R$7,50","R$1.721.319,39","R$1.233.639,00","R$1.800.000,00",
1733,1747,10/02/2022,12,13,23,35,39,48,70,SANTOS,0,,"R$0,00",1,"R$59.198,12",83,"R$1.018,90",1576,"R$9,00",15217,"R$3,00",11610,"R$7,50","R$1.869.314,68","R$1.238.595,00","R$2.000.000,00",
1734,1748,12/02/2022,2,6,18,26,34,41,78,PAULISTA,0,,"R$0,00",1,"R$77.285,07",98,"R$1.126,60",1611,"R$9,00",15796,"R$3,00",2965,"R$7,50","R$2.062.527,35","R$1.382.958,00","R$2.200.000,00",
1735,1749,15/02/2022,1,6,12,29,38,45,59,LONDRINA,0,,"R$0,00",0,"R$0,00",89,"R$1.143,44",1535,"R$9,00",16149,"R$3,00",4838,"R$7,50","R$2.484.000,71","R$1.320.396,00","R$2.650.000,00",
1736,1750,17/02/2022,11,55,69,72,75,78,79,CRUZEIRO,0,,"R$0,00",2,"R$33.649,38",78,"R$1.232,57",1685,"R$9,00",14322,"R$3,00",9264,"R$7,50","R$2.652.247,60","R$1.322.427,00","R$2.800.000,00",
1737,1751,19/02/2022,2,10,13,52,60,63,79,RIVER,0,,"R$0,00",3,"R$24.772,70",87,"R$1.220,32",1746,"R$9,00",16440,"R$3,00",4160,"R$7,50","R$2.838.042,83","R$1.363.212,00","R$3.000.000,00",
1738,1752,22/02/2022,4,18,33,48,56,70,79,GUARANI,0,,"R$0,00",2,"R$34.143,95",71,"R$1.374,00",1534,"R$9,00",14495,"R$3,00",4082,"R$7,50","R$3.008.762,57","R$1.251.471,00","R$3.200.000,00",
1739,1753,24/02/2022,2,9,14,24,51,55,61,RIO BRANCO,0,,"R$0,00",0,"R$0,00",88,"R$1.187,29",1578,"R$9,00",15995,"R$3,00",3464,"R$7,50","R$3.264.742,72","R$1.327.338,00","R$3.500.000,00",
1740,1754,26/02/2022,2,15,21,25,40,48,68,VILLA NOVA,0,,"R$0,00",1,"R$84.312,09",97,"R$1.241,70",1618,"R$9,00",16748,"R$3,00",3011,"R$7,50","R$3.659.200,00","R$1.499.169,00","R$3.800.000,00",
1741,1755,03/03/2022,27,40,47,65,67,72,78,FORTALEZA,0,,"R$0,00",1,"R$79.884,39",94,"R$1.214,04",1564,"R$9,00",15535,"R$3,00",9890,"R$7,50","R$3.858.910,96","R$1.533.606,00","R$4.000.000,00",
1742,1756,05/03/2022,1,3,21,30,48,59,65,JUVENTUDE,0,,"R$0,00",6,"R$14.991,81",94,"R$1.367,03",1781,"R$9,00",17829,"R$3,00",5410,"R$7,50","R$4.083.787,99","R$1.636.080,00","R$4.300.000,00",
1743,1757,08/03/2022,4,6,27,48,61,64,77,GOIAS,0,,"R$0,00",2,"R$42.225,78",97,"R$1.243,76",1732,"R$9,00",18201,"R$3,00",8333,"R$7,50","R$4.294.916,91","R$1.599.813,00","R$4.500.000,00",
1744,1758,10/03/2022,7,9,15,44,55,59,68,CRICIUMA,0,,"R$0,00",5,"R$20.040,33",135,"R$1.060,33",2365,"R$9,00",22963,"R$3,00",5406,"R$7,50","R$4.545.421,04","R$1.840.098,00","R$4.800.000,00",
1745,1759,12/03/2022,9,20,25,29,34,42,69,BOTAFOGO,0,,"R$0,00",1,"R$98.201,13",108,"R$1.298,95",2203,"R$9,00",20935,"R$3,00",5576,"R$7,50","R$5.017.268,64","R$1.795.410,00","R$5.300.000,00",
1746,1760,15/03/2022,8,12,19,30,33,70,71,PAULISTA,0,,"R$0,00",3,"R$30.434,89",118,"R$1.105,38",2247,"R$9,00",21565,"R$3,00",3415,"R$7,50","R$5.245.530,30","R$1.658.058,00","R$5.500.000,00",
1747,1761,17/03/2022,6,25,26,27,30,58,73,CRB,0,,"R$0,00",1,"R$90.400,55",88,"R$1.467,54",1849,"R$9,00",18290,"R$3,00",4781,"R$7,50","R$5.471.531,67","R$1.637.145,00","R$5.700.000,00",
1748,1762,19/03/2022,3,14,17,45,46,63,70,ABC,0,,"R$0,00",0,"R$0,00",132,"R$1.129,60",2374,"R$9,00",23423,"R$3,00",9800,"R$7,50","R$5.836.846,66","R$1.979.730,00","R$6.000.000,00",
1749,1763,22/03/2022,11,26,38,47,56,61,68,BOTAFOGO,0,,"R$0,00",2,"R$51.030,83",111,"R$1.313,53",2211,"R$9,00",21171,"R$3,00",15079,"R$7,50","R$6.092.000,80","R$2.011.992,00","R$6.500.000,00",
1750,1764,24/03/2022,12,17,27,35,58,62,65,MARILIA,0,,"R$0,00",3,"R$38.203,72",164,"R$998,35",2790,"R$9,00",25747,"R$3,00",6445,"R$7,50","R$6.629.905,57","R$2.107.260,00","R$6.900.000,00",
1751,1765,26/03/2022,4,23,32,47,49,64,66,SAMP CORREA,0,,"R$0,00",7,"R$17.132,20",147,"R$1.165,45",2575,"R$9,00",25003,"R$3,00",6135,"R$7,50","R$6.929.719,02","R$2.175.666,00","R$7.200.000,00",
1752,1766,29/03/2022,32,43,52,54,69,71,78,ATHLETICO,0,,"R$0,00",3,"R$37.810,92",103,"R$1.573,26",2301,"R$9,00",22162,"R$3,00",9704,"R$7,50","R$7.213.300,92","R$2.109.150,00","R$7.500.000,00",
1753,1767,31/03/2022,5,33,35,38,40,56,70,MOTO CLUBE,0,,"R$0,00",4,"R$30.332,98",142,"R$1.220,64",2623,"R$9,00",25004,"R$3,00",6486,"R$7,50","R$7.516.630,69","R$2.204.175,00","R$7.800.000,00",
1754,1768,02/04/2022,5,9,20,38,52,54,61,BANGU,0,,"R$0,00",2,"R$70.208,67",132,"R$1.519,66",2888,"R$9,00",28977,"R$3,00",8397,"R$7,50","R$7.867.674,06","R$2.562.786,00","R$8.200.000,00",
1755,1769,05/04/2022,3,34,36,43,57,66,76,BOTAFOGO,0,,"R$0,00",7,"R$21.859,09",189,"R$1.156,56",3640,"R$9,00",34557,"R$3,00",21118,"R$7,50","R$8.574.268,78","R$3.016.893,00","R$9.000.000,00",
1756,1770,07/04/2022,27,31,46,49,58,68,71,JUVENTUS,0,,"R$0,00",1,"R$177.353,56",179,"R$1.415,43",3457,"R$9,00",34808,"R$3,00",9703,"R$7,50","R$9.017.652,68","R$3.206.784,00","R$9.500.000,00",
1757,1771,09/04/2022,9,16,27,36,48,61,64,JI-PARANA,0,,"R$0,00",4,"R$40.392,11",189,"R$1.221,22",3623,"R$9,00",33501,"R$3,00",8749,"R$7,50","R$9.421.573,78","R$2.940.843,00","R$10.000.000,00",
1758,1772,12/04/2022,5,17,27,48,51,67,79,PARANA,0,,"R$0,00",4,"R$47.088,69",200,"R$1.345,39",4398,"R$9,00",40711,"R$3,00",9244,"R$7,50","R$9.892.460,67","R$3.427.035,00","R$10.500.000,00",
