,Concurso,Data Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Time Coração,Ganhadores 7 acertos,Cidade / UF,Rateio 7 acertos,Ganhadores 6 acertos,Rateio 6 acertos,Ganhadores 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Rateio 4 acertos,Ganhadores 3 acertos,Rateio 3 acertos,Ganhadores Time Coração,Rateio Time Coração,Acumulado 7 acertos,Arrecadação Total,Estimativa Prêmio,Observação
1759,1773,14/04/2022,1,16,33,68,75,77,80,RB BRAGANTINO,0,,"R$0,00",7,"R$25.278,94",229,"R$1.103,88",4246,"R$9,00",38901,"R$3,00",10734,"R$7,50","R$10.334.841,98","R$3.259.497,00","R$10.700.000,00",
1760,1774,16/04/2022,1,6,15,21,42,77,79,RIO BRANCO,0,,"R$0,00",4,"R$31.865,95",163,"R$1.117,12",2705,"R$9,00",26031,"R$3,00",5656,"R$7,50","R$11.069.348,00","R$2.294.160,00","R$11.500.000,00",
1761,1775,19/04/2022,19,22,35,39,49,68,69,SAMP CORREA,0,,"R$0,00",7,"R$29.633,38",229,"R$1.294,03",4680,"R$9,00",44398,"R$3,00",11580,"R$7,50","R$11.587.932,10","R$3.790.941,00","R$12.000.000,00",
1762,1776,23/04/2022,1,16,28,48,63,79,80,FORTALEZA,0,,"R$0,00",6,"R$51.930,88",428,"R$1.040,00",7452,"R$9,00",69194,"R$3,00",35213,"R$7,50","R$12.366.895,31","R$6.009.471,00","R$13.000.000,00",
1763,1777,26/04/2022,31,45,51,59,61,67,69,AMERICA,0,,"R$0,00",6,"R$40.363,75",232,"R$1.491,27",4512,"R$9,00",45599,"R$3,00",14964,"R$7,50","R$12.972.351,54","R$4.390.239,00","R$13.400.000,00",
1764,1778,28/04/2022,4,19,30,49,62,67,70,BAHIA,0,,"R$0,00",5,"R$42.630,29",283,"R$1.075,97",4659,"R$9,00",45824,"R$3,00",27525,"R$7,50","R$13.505.230,19","R$4.148.589,00","R$14.000.000,00",
1765,1779,30/04/2022,15,16,28,55,59,62,78,PALMAS,0,,"R$0,00",9,"R$29.507,58",298,"R$1.273,09",5710,"R$9,00",54471,"R$3,00",14810,"R$7,50","R$14.789.111,21","R$4.832.160,00","R$15.500.000,00",
1766,1780,07/05/2022,7,18,23,43,50,67,74,SANTOS,0,,"R$0,00",19,"R$21.928,65",579,"R$1.027,99",10490,"R$9,00",98143,"R$3,00",67570,"R$7,50","R$15.830.722,13","R$8.416.620,00","R$16.500.000,00",
1767,1781,10/05/2022,3,6,15,20,21,34,42,VASCO DA GAMA,0,,"R$0,00",15,"R$21.058,82",485,"R$930,43",8787,"R$9,00",75931,"R$3,00",43830,"R$7,50","R$16.620.427,88","R$6.286.746,00","R$17.500.000,00",
1768,1782,12/05/2022,24,35,43,59,61,68,74,CUIABA,0,,"R$0,00",6,"R$55.579,42",372,"R$1.280,63",6990,"R$9,00",67266,"R$3,00",28471,"R$7,50","R$17.454.119,17","R$6.217.860,00","R$18.500.000,00",
1769,1783,14/05/2022,26,27,33,40,59,61,72,OPERARIO,0,,"R$0,00",8,"R$40.745,76",297,"R$1.567,89",6405,"R$9,00",64640,"R$3,00",17173,"R$7,50","R$18.269.034,35","R$5.888.460,00","R$19.300.000,00",
1770,1784,17/05/2022,5,12,28,33,45,69,76,OPERARIO,0,,"R$0,00",15,"R$21.707,17",497,"R$935,92",8515,"R$9,00",76171,"R$3,00",16913,"R$7,50","R$19.941.841,35","R$5.995.137,00","R$21.000.000,00",
1771,1785,19/05/2022,2,6,27,40,63,68,78,FERROVIARIO,0,,"R$0,00",7,"R$45.981,06",320,"R$1.436,90",6446,"R$9,00",62679,"R$3,00",16923,"R$7,50","R$20.746.509,86","R$5.808.753,00","R$21.500.000,00",
1772,1786,21/05/2022,12,25,28,56,64,65,71,NAUTICO,0,,"R$0,00",7,"R$48.735,93",423,"R$1.152,14",7891,"R$9,00",73816,"R$3,00",22926,"R$7,50","R$21.599.388,63","R$6.306.975,00","R$22.500.000,00",
1773,1787,24/05/2022,9,17,26,57,60,76,77,SANTA CRUZ,0,,"R$0,00",4,"R$83.106,74",354,"R$1.341,51",7331,"R$9,00",70662,"R$3,00",24248,"R$7,50","R$22.430.456,05","R$6.161.529,00","R$23.500.000,00",
1774,1788,26/05/2022,6,8,15,26,41,44,74,CAXIAS,0,,"R$0,00",8,"R$39.332,83",334,"R$1.345,86",6612,"R$9,00",65796,"R$3,00",15801,"R$7,50","R$23.217.112,59","R$5.702.160,00","R$24.000.000,00",
1775,1789,28/05/2022,17,27,33,36,57,64,74,BOTAFOGO,0,,"R$0,00",10,"R$31.280,13",396,"R$1.128,43",7481,"R$9,00",69823,"R$3,00",15247,"R$7,50","R$24.810.570,91","R$5.707.491,00","R$26.000.000,00",
1776,1790,31/05/2022,6,8,23,30,39,45,56,PARANA,0,,"R$0,00",9,"R$34.540,90",317,"R$1.400,93",6957,"R$9,00",66258,"R$3,00",18732,"R$7,50","R$25.587.740,99","R$5.700.789,00","R$26.200.000,00",
1777,1791,02/06/2022,3,7,24,28,34,49,58,SAMP CORREA,0,,"R$0,00",11,"R$33.730,39",470,"R$1.127,76",9017,"R$9,00",85784,"R$3,00",22017,"R$7,50","R$26.515.326,51","R$6.856.254,00","R$27.200.000,00",
1778,1792,04/06/2022,4,39,49,51,53,62,73,NOVORIZONTINO,0,,"R$0,00",14,"R$33.076,08",484,"R$1.366,78",9208,"R$9,00",91160,"R$3,00",22437,"R$7,50","R$27.672.989,45","R$8.330.952,00","R$29.000.000,00",
1779,1793,07/06/2022,2,16,20,25,33,37,71,VILA NOVA,0,,"R$0,00",18,"R$25.121,64",538,"R$1.200,71",10472,"R$9,00",98579,"R$3,00",28080,"R$7,50","R$28.803.463,26","R$8.327.196,00","R$30.000.000,00",
1780,1794,09/06/2022,1,13,14,35,37,57,66,NOVORIZONTINO,0,,"R$0,00",16,"R$28.499,22",570,"R$1.142,82",10399,"R$9,00",99726,"R$3,00",21421,"R$7,50","R$30.970.004,59","R$8.283.654,00","R$33.000.000,00",
1781,1795,11/06/2022,3,10,12,20,54,55,71,GREMIO,0,,"R$0,00",15,"R$26.452,82",558,"R$1.015,85",10351,"R$9,00",100200,"R$3,00",55174,"R$7,50","R$31.961.985,02","R$7.916.943,00","R$33.500.000,00",
1782,1796,14/06/2022,9,53,54,65,70,71,72,FERROVIARIA,0,,"R$0,00",16,"R$27.541,19",460,"R$1.368,50",8812,"R$9,00",88651,"R$3,00",25709,"R$7,50","R$33.063.632,69","R$8.012.268,00","R$34.000.000,00",
1783,1797,18/06/2022,1,8,18,51,63,73,76,PONTE PRETA,0,,"R$0,00",7,"R$69.880,01",450,"R$1.552,88",9320,"R$9,00",95855,"R$3,00",29547,"R$7,50","R$34.286.532,87","R$8.884.887,00","R$35.200.000,00",
1784,1798,21/06/2022,3,16,21,25,60,66,71,JUAZEIRENSE,0,,"R$0,00",11,"R$38.255,74",489,"R$1.229,36",9146,"R$9,00",88313,"R$3,00",18967,"R$7,50","R$35.338.565,74","R$7.598.508,00","R$36.500.000,00",
1785,1799,23/06/2022,5,11,24,26,41,43,79,VASCO DA GAMA,0,,"R$0,00",15,"R$23.805,54",500,"R$1.020,23",9058,"R$9,00",85370,"R$3,00",50719,"R$7,50","R$37.283.527,40","R$7.105.692,00","R$39.000.000,00",
1786,1800,25/06/2022,2,10,29,35,46,48,59,BRAGANTINO,0,,"R$0,00",8,"R$44.253,09",413,"R$1.224,57",7861,"R$9,00",76911,"R$3,00",21458,"R$7,50","R$38.168.589,27","R$6.502.533,00","R$39.500.000,00",
1787,1801,28/06/2022,11,40,46,54,59,60,72,FERROVIARIA,0,,"R$0,00",4,"R$105.498,10",390,"R$1.545,75",7944,"R$9,00",80494,"R$3,00",24092,"R$7,50","R$39.223.570,22","R$7.625.868,00","R$40.000.000,00",
1788,1802,30/06/2022,1,32,38,51,54,59,65,MIRASSOL,0,,"R$0,00",10,"R$43.550,24",405,"R$1.536,16",8445,"R$9,00",84408,"R$3,00",26147,"R$7,50","R$40.312.326,11","R$7.904.484,00","R$41.500.000,00",
1789,1803,02/07/2022,7,28,31,41,50,59,66,MOTO CLUB,0,,"R$0,00",12,"R$39.766,28",492,"R$1.385,58",9497,"R$9,00",95472,"R$3,00",26989,"R$7,50","R$41.505.314,32","R$8.658.357,00","R$43.000.000,00",
1790,1804,05/07/2022,1,47,55,56,57,64,78,MOTO CLUB,0,,"R$0,00",8,"R$65.431,10",497,"R$1.504,59",9778,"R$9,00",101359,"R$3,00",29199,"R$7,50","R$43.920.018,29","R$9.456.504,00","R$45.000.000,00",
1791,1805,07/07/2022,1,7,12,41,55,66,72,NAUTICO,0,,"R$0,00",17,"R$32.993,61",738,"R$1.085,73",13362,"R$9,00",125602,"R$3,00",39034,"R$7,50","R$45.322.246,69","R$10.426.491,00","R$47.000.000,00",
1792,1806,09/07/2022,30,32,40,44,67,74,77,MANAUS,0,,"R$0,00",21,"R$31.685,97",693,"R$1.371,68",12969,"R$9,00",128872,"R$3,00",36026,"R$7,50","R$46.985.759,82","R$12.013.971,00","R$49.000.000,00",
1793,1807,12/07/2022,28,32,39,44,45,67,73,SAMP CORREA,0,,"R$0,00",15,"R$41.348,29",753,"R$1.176,67",14206,"R$9,00",131265,"R$3,00",38298,"R$7,50","R$48.536.320,80","R$11.389.257,00","R$51.000.000,00",
1794,1808,14/07/2022,34,44,56,59,67,70,77,ATHLETICO,0,,"R$0,00",20,"R$32.286,08",752,"R$1.226,67",14351,"R$9,00",138928,"R$3,00",63855,"R$7,50","R$50.150.624,69","R$12.254.679,00","R$52.000.000,00",
1795,1809,16/07/2022,6,14,17,29,38,62,79,JUVENTUDE,0,,"R$0,00",20,"R$37.182,00",886,"R$1.199,03",16190,"R$9,00",154761,"R$3,00",41937,"R$7,50","R$53.627.666,17","R$13.557.033,00","R$55.000.000,00",
1796,1810,19/07/2022,11,21,27,37,58,64,65,PONTE PRETA,1,CUIABA/MT,"R$55.653.685,88",23,"R$35.235,13",934,"R$1.239,53",16689,"R$9,00",167093,"R$3,00",49492,"R$7,50","R$0,00","R$14.807.169,00","R$200.000,00",
1797,1811,21/07/2022,17,22,29,32,44,50,71,VILA NOVA,0,,"R$0,00",4,"R$21.755,86",95,"R$1.308,62",1919,"R$9,00",18728,"R$3,00",4669,"R$7,50","R$217.558,53","R$1.587.105,00","R$400.000,00",
1798,1812,23/07/2022,14,27,45,57,59,65,80,ATLETICO,0,,"R$0,00",2,"R$36.906,45",99,"R$1.065,12",1954,"R$9,00",17941,"R$3,00",11723,"R$7,50","R$402.090,81","R$1.492.536,00","R$500.000,00",
1799,1813,26/07/2022,4,18,30,34,47,56,75,BAHIA,0,,"R$0,00",3,"R$21.778,24",101,"R$924,11",1488,"R$9,00",14704,"R$3,00",8632,"R$7,50","R$565.427,59","R$1.280.262,00","R$700.000,00",
1800,1814,28/07/2022,17,18,25,44,63,69,71,CSA,0,,"R$0,00",1,"R$72.318,31",92,"R$1.122,95",1704,"R$9,00",16013,"R$3,00",4673,"R$7,50","R$1.300.671,99","R$1.336.917,00","R$1.500.000,00",
1801,1815,30/07/2022,6,12,26,31,36,44,62,FIGUEIRENSE,0,,"R$0,00",5,"R$18.012,40",117,"R$1.099,65",2095,"R$9,00",19506,"R$3,00",5810,"R$7,50","R$1.525.827,03","R$1.661.409,00","R$1.700.000,00",
1802,1816,02/08/2022,5,14,18,23,36,66,69,ATLETICO,0,,"R$0,00",4,"R$20.455,45",107,"R$1.092,41",2259,"R$9,00",20244,"R$3,00",12412,"R$7,50","R$1.730.381,48","R$1.649.118,00","R$2.000.000,00",
1803,1817,04/08/2022,15,25,27,30,44,53,74,VITORIA,0,,"R$0,00",2,"R$43.513,31",96,"R$1.295,03",1867,"R$9,00",19009,"R$3,00",8024,"R$7,50","R$1.947.948,01","R$1.642.671,00","R$2.100.000,00",
1804,1818,06/08/2022,2,13,28,49,50,62,75,FLORESTA,0,,"R$0,00",2,"R$48.854,10",121,"R$1.153,57",1979,"R$9,00",19759,"R$3,00",5042,"R$7,50","R$2.192.218,48","R$1.766.997,00","R$2.400.000,00",
1805,1819,09/08/2022,4,9,13,20,41,42,65,MOTO CLUB,0,,"R$0,00",3,"R$34.708,43",140,"R$1.062,50",2489,"R$9,00",23249,"R$3,00",5822,"R$7,50","R$2.682.903,69","R$1.912.098,00","R$3.000.000,00",
1806,1820,11/08/2022,6,12,39,42,49,50,65,FORTALEZA,0,,"R$0,00",3,"R$36.000,03",136,"R$1.134,45",2285,"R$9,00",22327,"R$3,00",9787,"R$7,50","R$2.952.903,90","R$2.026.908,00","R$3.200.000,00",
1807,1821,13/08/2022,6,8,29,33,49,63,68,ITUANO,0,,"R$0,00",3,"R$37.384,23",117,"R$1.369,38",2536,"R$9,00",24212,"R$3,00",5586,"R$7,50","R$3.233.285,59","R$2.040.099,00","R$3.500.000,00",
1808,1822,16/08/2022,2,14,21,32,53,69,72,MIRASSOL,0,,"R$0,00",0,"R$0,00",116,"R$1.233,58",2078,"R$9,00",20565,"R$3,00",5401,"R$7,50","R$3.583.870,30","R$1.818.225,00","R$3.800.000,00",
1809,1823,18/08/2022,4,23,31,33,43,46,55,CAMPINENSE,0,,"R$0,00",5,"R$23.044,01",101,"R$1.629,70",2418,"R$9,00",23896,"R$3,00",5551,"R$7,50","R$3.871.920,46","R$2.082.789,00","R$4.100.000,00",
1810,1824,20/08/2022,8,17,28,35,49,70,71,APARECIDENSE,0,,"R$0,00",5,"R$25.781,38",163,"R$1.129,77",3059,"R$9,00",28005,"R$3,00",7322,"R$7,50","R$4.476.411,20","R$2.363.532,00","R$4.800.000,00",
1811,1825,23/08/2022,8,10,37,55,61,77,79,FLUMINENSE,0,,"R$0,00",2,"R$57.526,28",153,"R$1.074,25",2734,"R$9,00",26700,"R$3,00",16744,"R$7,50","R$4.764.042,57","R$2.287.152,00","R$5.000.000,00",
1812,1826,25/08/2022,15,16,26,30,32,67,80,SPORT,0,,"R$0,00",1,"R$126.530,89",115,"R$1.571,81",2447,"R$9,00",25400,"R$3,00",8692,"R$7,50","R$5.080.369,79","R$2.320.011,00","R$5.400.000,00",
1813,1827,27/08/2022,15,27,30,41,46,49,58,YPIRANGA,0,,"R$0,00",4,"R$33.930,10",147,"R$1.318,95",2730,"R$9,00",26765,"R$3,00",6533,"R$7,50","R$5.419.670,74","R$2.441.943,00","R$5.700.000,00",
1814,1828,30/08/2022,4,8,31,36,47,55,80,ATLETICO,0,,"R$0,00",5,"R$28.771,81",182,"R$1.129,19",3451,"R$9,00",33513,"R$3,00",20093,"R$7,50","R$5.779.318,35","R$2.847.522,00","R$6.000.000,00",
1815,1829,01/09/2022,24,25,29,37,38,56,73,CAMPINENSE,0,,"R$0,00",5,"R$31.949,96",190,"R$1.201,12",3497,"R$9,00",33593,"R$3,00",7613,"R$7,50","R$6.519.149,15","R$2.892.216,00","R$6.900.000,00",
1816,1830,03/09/2022,3,14,52,56,70,73,78,NAUTICO,0,,"R$0,00",2,"R$78.182,09",167,"R$1.337,58",3227,"R$9,00",31289,"R$3,00",10068,"R$7,50","R$6.910.059,59","R$2.859.363,00","R$7.300.000,00",
1817,1831,06/09/2022,24,25,30,35,40,45,47,AMERICA,1,CAMPOS DOS GOYTACAZES/RJ,"R$7.298.551,70",2,"R$77.698,42",142,"R$1.563,34",2962,"R$9,00",30775,"R$3,00",13379,"R$7,50","R$0,00","R$2.889.789,00","R$100.000,00",
1818,1832,08/09/2022,5,14,34,44,55,56,61,FORTALEZA,0,,"R$0,00",2,"R$23.199,10",51,"R$1.299,66",941,"R$9,00",9921,"R$3,00",4380,"R$7,50","R$115.995,50","R$874.995,00","R$200.000,00",
1819,1833,10/09/2022,10,16,20,26,41,42,60,PALMEIRAS,0,,"R$0,00",2,"R$23.150,48",62,"R$1.066,84",1164,"R$9,00",11328,"R$3,00",12794,"R$7,50","R$231.747,90","R$1.024.209,00","R$300.000,00",
1820,1834,13/09/2022,6,20,27,45,51,73,76,LUVERDENSE,0,,"R$0,00",0,"R$0,00",60,"R$1.337,09",1146,"R$9,00",10858,"R$3,00",1794,"R$7,50","R$658.609,14","R$994.500,00","R$800.000,00",
1821,1835,15/09/2022,2,4,9,30,38,51,65,FERROVIARIO,0,,"R$0,00",1,"R$57.117,09",51,"R$1.599,91",1241,"R$9,00",12250,"R$3,00",2760,"R$7,50","R$801.401,85","R$1.036.083,00","R$900.000,00",
1822,1836,17/09/2022,11,13,18,23,29,43,45,CAXIAS,0,,"R$0,00",5,"R$12.234,65",109,"R$801,74",1673,"R$9,00",15209,"R$3,00",2503,"R$7,50","R$954.335,02","R$1.122.627,00","R$1.100.000,00",
1823,1837,20/09/2022,9,20,27,40,44,48,69,AMERICA,0,,"R$0,00",2,"R$30.327,09",79,"R$1.096,82",1374,"R$9,00",13104,"R$3,00",4966,"R$7,50","R$1.105.970,48","R$1.135.146,00","R$1.200.000,00",
1824,1838,22/09/2022,9,14,15,17,27,49,75,FLUMINENSE,0,,"R$0,00",2,"R$27.210,87",91,"R$854,34",1684,"R$9,00",15488,"R$3,00",10046,"R$7,50","R$1.242.024,82","R$1.142.808,00","R$1.300.000,00",
1825,1839,24/09/2022,13,22,39,63,72,75,80,AMERICA,0,,"R$0,00",1,"R$63.374,21",65,"R$1.392,83",1403,"R$9,00",14137,"R$3,00",5121,"R$7,50","R$1.548.830,62","R$1.187.214,00","R$1.700.000,00",
1826,1840,27/09/2022,13,14,27,33,46,49,60,BOTAFOGO,0,,"R$0,00",1,"R$60.715,39",82,"R$1.057,75",1670,"R$9,00",14624,"R$3,00",3104,"R$7,50","R$1.700.619,09","R$1.121.442,00","R$1.800.000,00",
1827,1841,29/09/2022,12,19,41,59,60,74,77,ITUANO,0,,"R$0,00",8,"R$8.673,33",83,"R$1.194,26",1561,"R$9,00",14574,"R$3,00",3172,"R$7,50","R$1.874.085,55","R$1.254.738,00","R$2.000.000,00",
1828,1842,01/10/2022,6,12,34,41,47,48,73,FLAMENGO,0,,"R$0,00",2,"R$25.619,70",79,"R$926,57",1602,"R$9,00",15459,"R$3,00",25310,"R$7,50","R$2.002.184,06","R$1.340.469,00","R$2.200.000,00",
1829,1843,04/10/2022,18,23,34,39,41,47,54,MANAUS,0,,"R$0,00",2,"R$35.427,78",80,"R$1.265,27",1631,"R$9,00",15105,"R$3,00",3153,"R$7,50","R$2.179.322,97","R$1.282.071,00","R$2.300.000,00",
1830,1844,06/10/2022,23,32,41,53,57,64,68,ITUANO,0,,"R$0,00",2,"R$41.539,52",110,"R$1.078,94",1789,"R$9,00",16026,"R$3,00",3953,"R$7,50","R$2.554.658,62","R$1.494.018,00","R$2.800.000,00",
1831,1845,08/10/2022,33,46,48,56,70,76,79,BRASIL,0,,"R$0,00",1,"R$86.216,06",83,"R$1.483,92",1661,"R$9,00",16535,"R$3,00",3866,"R$7,50","R$2.770.198,76","R$1.542.126,00","R$3.000.000,00",
1832,1846,11/10/2022,1,16,33,39,53,68,79,ATLETICO,0,,"R$0,00",4,"R$17.691,46",77,"R$1.312,90",1646,"R$9,00",15469,"R$3,00",10808,"R$7,50","R$2.947.113,36","R$1.408.155,00","R$3.100.000,00",
1833,1847,13/10/2022,24,34,53,54,61,67,71,APARECIDENSE,0,,"R$0,00",1,"R$63.880,89",55,"R$1.659,24",1109,"R$9,00",11324,"R$3,00",3127,"R$7,50","R$3.106.815,59","R$1.138.473,00","R$3.300.000,00",
1834,1848,15/10/2022,11,19,27,29,35,69,76,SAO JOSE,0,,"R$0,00",2,"R$41.190,43",93,"R$1.265,45",1933,"R$9,00",18546,"R$3,00",3471,"R$7,50","R$3.312.767,74","R$1.494.570,00","R$3.500.000,00",
1835,1849,18/10/2022,5,14,21,22,37,69,73,ITUANO,0,,"R$0,00",0,"R$0,00",83,"R$1.232,06",1668,"R$9,00",15600,"R$3,00",3461,"R$7,50","R$3.750.721,95","R$1.302.342,00","R$4.000.000,00",
1836,1850,20/10/2022,10,12,22,40,60,61,73,BAHIA,0,,"R$0,00",1,"R$86.231,38",80,"R$1.539,84",1856,"R$9,00",18787,"R$3,00",11505,"R$7,50","R$3.966.300,39","R$1.685.415,00","R$4.200.000,00",
1837,1851,22/10/2022,8,17,24,35,40,47,56,PALMEIRAS,0,,"R$0,00",1,"R$81.174,38",130,"R$892,02",2260,"R$9,00",20576,"R$3,00",19072,"R$7,50","R$4.169.236,35","R$1.749.837,00","R$4.400.000,00",
1838,1852,25/10/2022,8,16,17,33,36,64,70,ATLETICO,0,,"R$0,00",0,"R$0,00",104,"R$1.266,21",1986,"R$9,00",19819,"R$3,00",6955,"R$7,50","R$4.491.868,36","R$1.712.883,00","R$4.700.000,00",
1839,1853,27/10/2022,20,24,32,35,52,69,74,BOTAFOGO,0,,"R$0,00",1,"R$99.460,81",94,"R$1.511,56",2016,"R$9,00",19427,"R$3,00",5435,"R$7,50","R$4.740.520,39","R$1.799.178,00","R$5.000.000,00",
1840,1854,29/10/2022,5,6,7,24,41,51,55,TREZE,0,,"R$0,00",3,"R$31.528,81",114,"R$1.185,29",2350,"R$9,00",22693,"R$3,00",7635,"R$7,50","R$5.203.803,25","R$1.787.193,00","R$5.400.000,00",
1841,1855,01/11/2022,10,20,31,38,42,61,64,FIGUEIRENSE,0,,"R$0,00",0,"R$0,00",107,"R$1.604,68",2335,"R$9,00",23240,"R$3,00",7599,"R$7,50","R$5.624.472,06","R$2.187.468,00","R$5.800.000,00",
1842,1856,03/11/2022,10,14,26,32,44,53,72,CRUZEIRO,0,,"R$0,00",4,"R$20.404,19",122,"R$955,69",2137,"R$9,00",20076,"R$3,00",14919,"R$7,50","R$5.828.513,98","R$1.683.327,00","R$6.000.000,00",
1843,1857,05/11/2022,4,20,21,36,55,59,73,BAHIA,0,,"R$0,00",3,"R$38.550,51",133,"R$1.242,22",2596,"R$9,00",25974,"R$3,00",15571,"R$7,50","R$6.117.642,78","R$2.269.893,00","R$6.400.000,00",
1844,1858,08/11/2022,15,22,27,29,50,64,77,VASCO DA GAMA,0,,"R$0,00",0,"R$0,00",108,"R$1.284,08",2451,"R$9,00",23206,"R$3,00",17078,"R$7,50","R$6.457.410,40","R$1.985.142,00","R$6.700.000,00",
1845,1859,10/11/2022,1,21,30,52,55,59,62,LUVERDENSE,0,,"R$0,00",4,"R$36.275,68",128,"R$1.619,44",2667,"R$9,00",26814,"R$3,00",6003,"R$7,50","R$7.099.986,49","R$2.578.077,00","R$7.400.000,00",
1846,1860,12/11/2022,36,37,39,44,62,65,74,SAO BENTO,0,,"R$0,00",4,"R$46.510,91",185,"R$1.436,63",3686,"R$9,00",36909,"R$3,00",10109,"R$7,50","R$7.565.095,54","R$3.366.525,00","R$8.000.000,00",
1847,1861,17/11/2022,8,20,31,49,62,68,77,CHAPECOENSE,0,,"R$0,00",4,"R$47.212,06",183,"R$1.474,22",3676,"R$9,00",36677,"R$3,00",9260,"R$7,50","R$8.037.216,15","R$3.394.524,00","R$8.500.000,00",
1848,1862,19/11/2022,3,20,27,31,43,44,63,FLUMINENSE,0,,"R$0,00",6,"R$22.771,35",154,"R$1.267,42",3060,"R$9,00",30976,"R$3,00",19273,"R$7,50","R$8.378.786,40","R$2.697.675,00","R$8.700.000,00",
1849,1863,22/11/2022,18,30,33,41,54,63,75,SAO PAULO,0,,"R$0,00",5,"R$25.147,57",177,"R$1.014,83",3072,"R$9,00",29098,"R$3,00",22553,"R$7,50","R$8.693.131,03","R$2.570.037,00","R$9.000.000,00",
1850,1864,24/11/2022,7,41,44,49,53,56,57,VOLTA REDONDA,0,,"R$0,00",5,"R$24.028,97",97,"R$1.769,43",2570,"R$9,00",25440,"R$3,00",4483,"R$7,50","R$9.372.194,45","R$2.154.891,00","R$9.600.000,00",
1851,1865,26/11/2022,1,18,20,22,35,36,64,BRASILIENSE,0,,"R$0,00",6,"R$23.622,65",162,"R$1.249,87",3196,"R$9,00",30455,"R$3,00",7149,"R$7,50","R$9.726.534,23","R$2.578.578,00","R$10.000.000,00",
1852,1866,29/11/2022,7,35,50,53,59,65,78,MIRASSOL,0,,"R$0,00",9,"R$14.630,71",142,"R$1.324,71",2772,"R$9,00",26002,"R$3,00",6805,"R$7,50","R$10.055.725,28","R$2.379.429,00","R$10.500.000,00",
1853,1867,01/12/2022,2,9,15,25,37,69,76,TREZE,0,,"R$0,00",5,"R$31.622,44",194,"R$1.164,30",3695,"R$9,00",34987,"R$3,00",10990,"R$7,50","R$10.451.005,82","R$2.934.813,00","R$10.700.000,00",
1854,1868,03/12/2022,6,11,16,28,61,62,72,JUVENTUDE,0,,"R$0,00",4,"R$39.070,27",178,"R$1.254,26",3268,"R$9,00",31376,"R$3,00",7967,"R$7,50","R$10.841.708,55","R$2.825.187,00","R$11.200.000,00",
1855,1869,06/12/2022,13,18,33,43,44,72,76,BRASIL,0,,"R$0,00",8,"R$20.632,13",182,"R$1.295,58",3755,"R$9,00",36678,"R$3,00",8992,"R$7,50","R$11.630.782,55","R$3.022.278,00","R$12.000.000,00",
1856,1870,08/12/2022,1,5,37,46,51,64,69,SAORAIMUNDO,0,,"R$0,00",2,"R$80.742,72",173,"R$1.333,48",3310,"R$9,00",32603,"R$3,00",7360,"R$7,50","R$12.034.496,14","R$2.904.927,00","R$12.300.000,00",
1857,1871,10/12/2022,5,13,20,31,46,51,55,ATLETICO,0,,"R$0,00",5,"R$27.309,20",203,"R$960,91",3725,"R$9,00",34101,"R$3,00",20850,"R$7,50","R$12.375.861,08","R$2.755.503,00","R$12.700.000,00",
1858,1872,13/12/2022,5,18,19,39,46,56,70,INTERNACIONAL,0,,"R$0,00",6,"R$26.928,20",187,"R$1.234,29",3715,"R$9,00",37094,"R$3,00",21043,"R$7,50","R$12.779.784,06","R$3.166.533,00","R$13.100.000,00",
1859,1873,15/12/2022,14,20,30,39,65,71,79,FLUMINENSE,0,,"R$0,00",4,"R$41.434,21",183,"R$1.293,80",3386,"R$9,00",33790,"R$3,00",22942,"R$7,50","R$13.194.126,14","R$3.234.225,00","R$13.500.000,00",
1860,1874,17/12/2022,9,11,17,47,55,67,72,VOLTA REDONDA,0,,"R$0,00",9,"R$21.713,64",265,"R$1.053,49",4818,"R$9,00",43989,"R$3,00",7491,"R$7,50","R$14.093.063,21","R$3.537.801,00","R$14.500.000,00",
1861,1875,20/12/2022,14,37,39,42,47,51,78,JACUIPENSE,0,,"R$0,00",3,"R$76.844,83",233,"R$1.413,45",4377,"R$9,00",43663,"R$3,00",9888,"R$7,50","R$14.669.399,41","R$4.111.341,00","R$15.100.000,00",
1862,1876,22/12/2022,3,10,13,36,40,68,79,BAHIA,0,,"R$0,00",10,"R$21.429,44",245,"R$1.249,52",4967,"R$9,00",49945,"R$3,00",28461,"R$7,50","R$15.205.135,32","R$4.214.499,00","R$15.500.000,00",
1863,1877,24/12/2022,6,13,14,36,62,72,74,SAMP CORREA,0,,"R$0,00",3,"R$68.982,44",216,"R$1.368,69",4407,"R$9,00",43380,"R$3,00",12688,"R$7,50","R$15.722.503,58","R$3.789.474,00","R$16.200.000,00",
1864,1878,27/12/2022,54,57,60,63,68,74,80,CUIABA,0,,"R$0,00",7,"R$31.591,86",207,"R$1.526,17",4488,"R$9,00",43847,"R$3,00",21874,"R$7,50","R$16.275.361,05","R$4.164.306,00","R$16.800.000,00",
1865,1879,29/12/2022,21,23,27,32,40,54,68,GOIAS,0,,"R$0,00",7,"R$29.965,88",225,"R$1.331,81",4622,"R$9,00",44504,"R$3,00",19740,"R$7,50","R$17.341.104,02","R$3.959.682,00","R$17.700.000,00",
